producto,marca,grupo,categoria,precio,precio_lista,pvp_sugerido,gap_pct,estado_sugerido,producto_sugerido,fuente_sugerido,super,sku,url
Helado dulce de leche granizado LA CIGALE 800 ml,lekker,lekker,,510,638,,,,,,disco,237214,https://www.disco.com.uy/product/helado-dulce-de-leche-granizado-la-cigale-800-ml/237214
Helado Dulce de Leche JOY 50 g,lekker,lekker,,30,,,,,,,disco,602592,https://www.disco.com.uy/product/helado-dulce-de-leche-joy-50-g/602592
Helado dulce de leche RECREO 100 g,lekker,lekker,,73,,,,,,,disco,751643,https://www.disco.com.uy/product/helado-dulce-de-leche-recreo-100-g/751643
Helado FREDDO Doble tentación Dark Chocolate 375 g,lekker,lekker,,426,,,,,,,disco,242048,https://www.disco.com.uy/product/helado-freddo-doble-tentacion-dark-chocolate-375-g/242048
Helado FRESH MARKET Selection ddl 1 L,lekker,lekker,,765,,,,,,,disco,227022,https://www.disco.com.uy/product/helado-fresh-market-selection-ddl-1-l/227022
Helado FRESH MARKET Selection Frutilla 1 L,lekker,lekker,,765,,,,,,,disco,227024,https://www.disco.com.uy/product/helado-fresh-market-selection-frutilla-1-l/227024
Helado frutilla LA CIGALE 800 ml,lekker,lekker,,510,638,,,,,,disco,237211,https://www.disco.com.uy/product/helado-frutilla-la-cigale-800-ml/237211
Helado frutilla RECREO 100 g,lekker,lekker,,73,,,,,,,disco,751642,https://www.disco.com.uy/product/helado-frutilla-recreo-100-g/751642
Helado frutilla y durazno CONAPROLE vaso 250 cc,lekker,lekker,,109,,,,,,,disco,239523,https://www.disco.com.uy/product/helado-frutilla-y-durazno-conaprole-vaso-250-cc/239523
Helado HAAGEN DAZS Pistacho & Crema 473 ml,lekker,lekker,,602,,,,,,,disco,235022,https://www.disco.com.uy/product/helado-haagen-dazs-pistacho-crema-473-ml/235022
Helado HÄAGEN-DAZS frutilla vaso 100 ml,lekker,lekker,,172,,,,,,,disco,236532,https://www.disco.com.uy/product/helado-haagen-dazs-frutilla-vaso-100-ml/236532
Helado HÄAGEN-DAZS frutilla vaso 473 ml,lekker,lekker,,602,,,,,,,disco,236514,https://www.disco.com.uy/product/helado-haagen-dazs-frutilla-vaso-473-ml/236514
Helado HÄAGEN-DAZS mango vaso 100 ml,lekker,lekker,,172,,,,,,,disco,236523,https://www.disco.com.uy/product/helado-haagen-dazs-mango-vaso-100-ml/236523
Helado HÄAGEN-DAZS vainilla vaso 100 ml,lekker,lekker,,172,,,,,,,disco,236650,https://www.disco.com.uy/product/helado-haagen-dazs-vainilla-vaso-100-ml/236650
Helado HÄAGEN-DAZS vainilla vaso 473 ml,lekker,lekker,,602,,,,,,,disco,236511,https://www.disco.com.uy/product/helado-haagen-dazs-vainilla-vaso-473-ml/236511
Helado Lekker Chocolate Tentacion 900 Ml,lekker,lekker,,315,315,,,,,,tata,169469,https://www.tata.com.uy/helado-lekker-chocolate-tentacion-900-ml-169469/p
Helado Lekker Crema 1.9 L,lekker,lekker,,558,575,,,,,,tata,150406,https://www.tata.com.uy/helado-lekker-crema-1-9-l-150406/p
Helado LEKKER Crema 900 ml en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1542711,"https://www.tiendainglesa.com.uy/supermercado/helado-lekker-crema-900-ml.producto?1542711,,42"
Helado Lekker Crema 900 Ml,lekker,lekker,,240,328,,,,,,tata,150407,https://www.tata.com.uy/helado-lekker-crema-900-ml-150407/p
Helado Lekker Crema Marmolada Con Frutos Del Bosque 900 Ml,lekker,lekker,,315,315,,,,,,tata,150404,https://www.tata.com.uy/helado-lekker-crema-marmolada-con-frutos-del-bosque-900-ml-150404/p
Helado Lekker Crema Marmolada Con Frutos Del Bosque Light 900 Ml,lekker,lekker,,349,349,,,,,,tata,170747,https://www.tata.com.uy/helado-lekker-crema-marmolada-con-frutos-del-bosque-light-900-ml-170747/p
Helado LEKKER Crema Tramontana 1.9 L en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1542715,"https://www.tiendainglesa.com.uy/supermercado/helado-lekker-crema-tramontana-1.9-l.producto?1542715,,42"
Helado Lekker Crema Tramontana 900 Ml,lekker,lekker,,315,315,,,,,,tata,150403,https://www.tata.com.uy/helado-lekker-crema-tramontana-900-ml-150403/p
Helado Lekker Frutilla Crema Chocolate Light 900 Ml,lekker,lekker,,349,349,,,,,,tata,171040,https://www.tata.com.uy/helado-lekker-frutilla-crema-chocolate-light-900-ml-171040/p
Helado Lekker Frutilla Marmolada 1.9 L,lekker,lekker,,425,575,,,,,,tata,150405,https://www.tata.com.uy/helado-lekker-frutilla-marmolada-1-9-l-150405/p
Helado Lekker Frutilla Marmolada Con Pulpa De Frutilla Light 900 Ml,lekker,lekker,,349,349,,,,,,tata,170727,https://www.tata.com.uy/helado-lekker-frutilla-marmolada-con-pulpa-de-frutilla-light-900-ml-170727/p
Helado LEKKER Marmolado de Frutilla con Pulpa 900 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1542712,"https://www.tiendainglesa.com.uy/supermercado/helado-lekker-marmolado-de-frutilla-con-pulpa-900-gr.producto?1542712,,42"
Helado Lekker Menta Granizada 900 Ml,lekker,lekker,,315,315,,,,,,tata,169392,https://www.tata.com.uy/helado-lekker-menta-granizada-900-ml-169392/p
Helado LEKKER sabor Chocolate Tentación 900 ml en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1594888,"https://www.tiendainglesa.com.uy/supermercado/helado-lekker-sabor-chocolate-tentacion-900-ml.producto?1594888,,42"
Helado LEKKER sabor Dulce de Leche Light 900 ml en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1600038,"https://www.tiendainglesa.com.uy/supermercado/helado-lekker-sabor-dulce-de-leche-light-900-ml.producto?1600038,,42"
Helado LEKKER sabor Vainilla Light 900 ml en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1600037,"https://www.tiendainglesa.com.uy/supermercado/helado-lekker-sabor-vainilla-light-900-ml.producto?1600037,,42"
Helado Lekker Sambayon Chocolate Dulce De Leche 1.9 L,lekker,lekker,,425,575,,,,,,tata,150408,https://www.tata.com.uy/helado-lekker-sambayon-chocolate-dulce-de-leche-1-9-l-150408/p
Helado Lekker Sambayon Chocolate Dulce De Leche 900 Ml,lekker,lekker,,328,328,,,,,,tata,150417,https://www.tata.com.uy/helado-lekker-sambayon-chocolate-dulce-de-leche-900-ml-150417/p
Helado Lekker Super Dulce De Leche 1.9 L,lekker,lekker,,425,575,,,,,,tata,150415,https://www.tata.com.uy/helado-lekker-super-dulce-de-leche-1-9-l-150415/p
Helado LEKKER Súper Dulce de Leche 900 ml en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1542710,"https://www.tiendainglesa.com.uy/supermercado/helado-lekker-super-dulce-de-leche-900-ml.producto?1542710,,42"
Helado Lekker Super Dulce De Leche 900 Ml,lekker,lekker,,315,315,,,,,,tata,150409,https://www.tata.com.uy/helado-lekker-super-dulce-de-leche-900-ml-150409/p
Helado Lekker Super Dulce De Leche Light 900 Ml,lekker,lekker,,349,349,,,,,,tata,171102,https://www.tata.com.uy/helado-lekker-super-dulce-de-leche-light-900-ml-171102/p
"Helado LEKKER Triple Crema, Chocolate y Frutilla 1,9 L en Tienda Inglesa",lekker,lekker,,,,,,,,,tiendainglesa,1542713,"https://www.tiendainglesa.com.uy/supermercado/helado-lekker-triple-crema-chocolate-y-frutilla-1-9-l.producto?1542713,,42"
Helado Lekker Triple Frutilla Crema Y Chocolate 900 Ml,lekker,lekker,,240,328,,,,,,tata,150416,https://www.tata.com.uy/helado-lekker-triple-frutilla-crema-y-chocolate-900-ml-150416/p
"Helado LEKKER Triple Sambayón, Chocolate y Dulce de Leche 1.9 L en Tienda Inglesa",lekker,lekker,,,,,,,,,tiendainglesa,1542714,"https://www.tiendainglesa.com.uy/supermercado/helado-lekker-triple-sambayon-chocolate-y-dulce-de-leche-1.9-l.producto?1542714,,42"
Helado Lekker Vainilla Light 900 Ml,lekker,lekker,,260,349,,,,,,tata,170725,https://www.tata.com.uy/helado-lekker-vainilla-light-900-ml-170725/p
Helado light dulce de leche RECREO 80 g,lekker,lekker,,73,,,,,,,disco,740386,https://www.disco.com.uy/product/helado-light-dulce-de-leche-recreo-80-g/740386
Helado light triple CONAPROLE 250 cc,lekker,lekker,,134,,,,,,,disco,237328,https://www.disco.com.uy/product/helado-light-triple-conaprole-250-cc/237328
Helado Máxima chocolate holandés CONAPROLE,lekker,lekker,,98,,,,,,,disco,237213,https://www.disco.com.uy/product/helado-maxima-chocolate-holandes-conaprole/237213
Helado Máxima chocolate holandés menta 96 cc,lekker,lekker,,98,,,,,,,disco,236689,https://www.disco.com.uy/product/helado-maxima-chocolate-holandes-menta-96-cc/236689
Helado Máxima dulce de leche CONAPROLE,lekker,lekker,,98,,,,,,,disco,236233,https://www.disco.com.uy/product/helado-maxima-dulce-de-leche-conaprole/236233
Helado Mini Grand Lekker Pack Crema Cobertura Chocolate Blanco Y Almendras 6 Ud,lekker,lekker,,489,489,,,,,,tata,170953,https://www.tata.com.uy/helado-mini-grand-lekker-pack-crema-cobertura-chocolate-blanco-y-almendras-6-ud-170953/p
Helado Mini Grand Lekker Pack X6 Crema Cobertura Chocolate Con Leche Y Almendras,lekker,lekker,,390,489,,,,,,tata,170958,https://www.tata.com.uy/helado-mini-grand-lekker-pack-x6-crema-cobertura-chocolate-con-leche-y-almendras-170958/p
Helado palito D'Fruta durazno-kiwi CONAPROLE 60 cc,lekker,lekker,,52,,,,,,,disco,236736,https://www.disco.com.uy/product/helado-palito-d-fruta-durazno-kiwi-conaprole-60-cc/236736
Helado palito D'Fruta frutilla CONAPROLE 60 cc,lekker,lekker,,52,,,,,,,disco,236737,https://www.disco.com.uy/product/helado-palito-d-fruta-frutilla-conaprole-60-cc/236737
Helado palito frutilla CONAPROLE 60 cc,lekker,lekker,,26,,,,,,,disco,236250,https://www.disco.com.uy/product/helado-palito-frutilla-conaprole-60-cc/236250
Helado palito limón CONAPROLE 60 ml,lekker,lekker,,26,,,,,,,disco,236263,https://www.disco.com.uy/product/helado-palito-limon-conaprole-60-ml/236263
Helado palito naranja CONAPROLE 60 cc,lekker,lekker,,26,,,,,,,disco,236252,https://www.disco.com.uy/product/helado-palito-naranja-conaprole-60-cc/236252
Helado PRECIO LÍDER Crema Vainilla 1 L,lekker,lekker,,189,,,,,,,disco,212077,https://www.disco.com.uy/product/helado-precio-lider-crema-vainilla-1-l/212077
Helado PRECIO LÍDER Crema Vainilla 2 L,lekker,lekker,,533,,,,,,,disco,212087,https://www.disco.com.uy/product/helado-precio-lider-crema-vainilla-2-l/212087
Helado PRECIO LÍDER Crema Vainilla 5 L,lekker,lekker,,800,,,,,,,disco,212097,https://www.disco.com.uy/product/helado-precio-lider-crema-vainilla-5-l/212097
Helado sambayón LA CIGALE 800 ml,lekker,lekker,,510,638,,,,,,disco,237212,https://www.disco.com.uy/product/helado-sambayon-la-cigale-800-ml/237212
Helado Sandwich Chocolate Y Dulce De Leche Lekker 65 G,lekker,lekker,,64,64,,,,,,tata,165697,https://www.tata.com.uy/helado-sandwich-chocolate-y-dulce-de-leche-lekker-65-g-165697/p
Helado sándwich crema chocolate frutilla CONAPROLE,lekker,lekker,,59,,,,,,,disco,236243,https://www.disco.com.uy/product/helado-sandwich-crema-chocolate-frutilla-conaprole/236243
Helado Sandwich Frutilla Y Crema Lekker 65 G,lekker,lekker,,64,64,,,,,,tata,165698,https://www.tata.com.uy/helado-sandwich-frutilla-y-crema-lekker-65-g-165698/p
Helado sin azucar LA CIGALE frutilla 800 ml,lekker,lekker,,554,693,,,,,,disco,241026,https://www.disco.com.uy/product/helado-sin-azucar-la-cigale-frutilla-800-ml/241026
Helado sin azucar LA CIGALE vainilla 800 ml,lekker,lekker,,554,693,,,,,,disco,241027,https://www.disco.com.uy/product/helado-sin-azucar-la-cigale-vainilla-800-ml/241027
Jamón Cocido Cuadrille Extra CATTIVELLI (Kg) en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1064,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-cuadrille-extra-cattivelli-kg.producto?1064,,42&campaign=search_facets"
Jamón Cocido Extra TIENDA INGLESA (Kg) en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1013278,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-extra-tienda-inglesa-kg.producto?1013278,,42&campaign=search_facets"
Juego para Crear Helados,lekker,lekker,,749,,,,,,,disco,934559,https://www.disco.com.uy/product/juego-para-crear-helados/934559
Leche CONAPROLE Fresca Entera Sachet 1 L en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1531,"https://www.tiendainglesa.com.uy/supermercado/leche-conaprole-fresca-entera-sachet-1-l.producto?1531,,42&campaign=search_facets"
Limpiador CIF Líquido Baño Biodegradable Recarga 450 Ml en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,239581,"https://www.tiendainglesa.com.uy/supermercado/limpiador-cif-liquido-bano-biodegradable-recarga-450-ml.producto?239581,,42&campaign=search_facets"
Mini Yo-Yo x 12 un. FMS,lekker,lekker,,369,,,,,,,disco,298403,https://www.disco.com.uy/product/mini-yo-yo-x-12-un-fms/298403
Pack CRUFI Max x 4 un,lekker,lekker,,414,,,,,,,disco,234267,https://www.disco.com.uy/product/pack-crufi-max-x-4-un/234267
Pack x 2 Postre Pudding CONAPROLE Conamigos sabor Vainilla 110 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,12502,"https://www.tiendainglesa.com.uy/supermercado/pack-x-2-postre-pudding-conaprole-conamigos-sabor-vainilla-110-gr.producto?12502,,42&campaign=search_facets"
Paleta Frutal Lekker Anana 75 G,lekker,lekker,,57,57,,,,,,tata,165671,https://www.tata.com.uy/paleta-frutal-lekker-anana-75-g-165671/p
Paleta Frutal Lekker Limon 75 G,lekker,lekker,,57,57,,,,,,tata,165677,https://www.tata.com.uy/paleta-frutal-lekker-limon-75-g-165677/p
Paleta Frutal Lekker Mango Y Maracuya 75 G,lekker,lekker,,57,57,,,,,,tata,165672,https://www.tata.com.uy/paleta-frutal-lekker-mango-y-maracuya-75-g-165672/p
Paleta Grand Lekker Crema Con Cobertura De Chocolate Blanco 64 G,lekker,lekker,,114,114,,,,,,tata,165683,https://www.tata.com.uy/paleta-grand-lekker-crema-con-cobertura-de-chocolate-blanco-64-g-165683/p
Paleta Grand Lekker Crema Con Cobertura De Chocolate Con Leche 64 G,lekker,lekker,,114,114,,,,,,tata,165682,https://www.tata.com.uy/paleta-grand-lekker-crema-con-cobertura-de-chocolate-con-leche-64-g-165682/p
Paleta Grand Lekker Crema Con Cobertura De Chocolate Con Leche Y Almenadras 68 G,lekker,lekker,,114,114,,,,,,tata,165684,https://www.tata.com.uy/paleta-grand-lekker-crema-con-cobertura-de-chocolate-con-leche-y-almenadras-68-g-165684/p
Paleta Grand Lekker Dulce De Leche Con Cobertura Amarga De Chocolate 68G,lekker,lekker,,114,114,,,,,,tata,157019,https://www.tata.com.uy/paleta-grand-lekker-dulce-de-leche-con-cobertura-amarga-de-chocolate-68g-157019/p
Palito Agua Lekker Anana Frutilla 55 G,lekker,lekker,,24,24,,,,,,tata,165674,https://www.tata.com.uy/palito-agua-lekker-anana-frutilla-55-g-165674/p
Palito Agua Lekker Frutilla 53 G,lekker,lekker,,19,19,,,,,,tata,165676,https://www.tata.com.uy/palito-agua-lekker-frutilla-53-g-165676/p
Palito Agua Lekker Frutilla Naranja 50 G,lekker,lekker,,24,24,,,,,,tata,165681,https://www.tata.com.uy/palito-agua-lekker-frutilla-naranja-50-g-165681/p
Palito Agua Lekker Limon 53 G,lekker,lekker,,24,24,,,,,,tata,165679,https://www.tata.com.uy/palito-agua-lekker-limon-53-g-165679/p
Palito Agua Lekker Manzana Naranja 53 G,lekker,lekker,,15,19,,,,,,tata,165673,https://www.tata.com.uy/palito-agua-lekker-manzana-naranja-53-g-165673/p
Palito Agua Lekker Naranja 53 G,lekker,lekker,,24,24,,,,,,tata,165675,https://www.tata.com.uy/palito-agua-lekker-naranja-53-g-165675/p
Palito Bombon Lekker Crema Con Cobertura De Chocolate 60 G,lekker,lekker,,64,64,,,,,,tata,165680,https://www.tata.com.uy/palito-bombon-lekker-crema-con-cobertura-de-chocolate-60-g-165680/p
Pan de Manteca (Kg) en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1283,"https://www.tiendainglesa.com.uy/supermercado/pan-de-manteca-kg.producto?1283,,42&campaign=search_facets"
"Papa Blanca Malla (Peso Aprox. 1,5 Kg) en Tienda Inglesa",lekker,lekker,,,,,,,,,tiendainglesa,825,"https://www.tiendainglesa.com.uy/supermercado/papa-blanca-malla-peso-aprox.-1-5-kg.producto?825,,42&campaign=search_facets"
Papas Dippers WERNSING 600 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,382627,"https://www.tiendainglesa.com.uy/supermercado/papas-dippers-wernsing-600-gr.producto?382627,,42&campaign=search_facets"
Papel Higiénico TIENDA INGLESA Plus Doble Hoja 12 Rollos x 30 Mts en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1097911,"https://www.tiendainglesa.com.uy/supermercado/papel-higienico-tienda-inglesa-plus-doble-hoja-12-rollos-x-30-mts.producto?1097911,,42&campaign=search_facets"
Pechuga de Pollo Rebozada SADIA 3Kg en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,333627,"https://www.tiendainglesa.com.uy/supermercado/pechuga-de-pollo-rebozada-sadia-3kg.producto?333627,,42&campaign=search_facets"
Pizza Muzzarella TIENDA INGLESA Congelada (2 un.) en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1542459,"https://www.tiendainglesa.com.uy/supermercado/pizza-muzzarella-tienda-inglesa-congelada-2-un..producto?1542459,,42&campaign=search_facets"
Postre helado PRÍNCIPE HUMBERTO Reina Africana 100 g,lekker,lekker,,199,,,,,,,disco,235202,https://www.disco.com.uy/product/postre-helado-principe-humberto-reina-africana-100-g/235202
Pulpa de Tomate ARCOR 520 g en Tienda Inglesa,lekker,lekker,,75,,,,,,,tiendainglesa,158654,"https://www.tiendainglesa.com.uy/supermercado/pulpa-de-tomate-arcor-520-g.producto?158654,,42&campaign=search_facets"
Queso Rallado Fino TIENDA INGLESA 200 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,62686,"https://www.tiendainglesa.com.uy/supermercado/queso-rallado-fino-tienda-inglesa-200-gr.producto?62686,,42&campaign=search_facets"
Refresco PEPSI Black 2 L en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1543148,"https://www.tiendainglesa.com.uy/supermercado/refresco-pepsi-black-2-l.producto?1543148,,42&campaign=search_facets"
Refresco PEPSI Cola 2 L en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1543149,"https://www.tiendainglesa.com.uy/supermercado/refresco-pepsi-cola-2-l.producto?1543149,,42&campaign=search_facets"
Rollo de Cocina FELPITA Maxi Rollo en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1095222,"https://www.tiendainglesa.com.uy/supermercado/rollo-de-cocina-felpita-maxi-rollo.producto?1095222,,42&campaign=search_facets"
Set de Helados,lekker,lekker,,299,,,,,,,disco,917743,https://www.disco.com.uy/product/set-de-helados/917743
Tabletas Cookies and Cream FREDDO x 6 un. 300 g,lekker,lekker,,665,,,,,,,disco,236374,https://www.disco.com.uy/product/tabletas-cookies-and-cream-freddo-x-6-un-300-g/236374
Tabletas FREDDO de dulce de leche x6 un. 300 g,lekker,lekker,,665,,,,,,,disco,241107,https://www.disco.com.uy/product/tabletas-freddo-de-dulce-de-leche-x6-un-300-g/241107
Tomate Cherry TIENDA INGLESA 500 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,3299,"https://www.tiendainglesa.com.uy/supermercado/tomate-cherry-tienda-inglesa-500-gr.producto?3299,,42&campaign=search_facets"
Vasito Lekker Chocolate Tentacion 220 Cc,lekker,lekker,,107,107,,,,,,tata,156869,https://www.tata.com.uy/vasito-lekker-chocolate-tentacion-220-cc-156869/p
Vasito Lekker Chocolate Y Dulce De Leche 220 Cc,lekker,lekker,,107,107,,,,,,tata,156868,https://www.tata.com.uy/vasito-lekker-chocolate-y-dulce-de-leche-220-cc-156868/p
Vasito Lekker Frutilla Marmolada Con Pulpa De Frutilla 220Cc,lekker,lekker,,107,107,,,,,,tata,156865,https://www.tata.com.uy/vasito-lekker-frutilla-marmolada-con-pulpa-de-frutilla-220cc-156865/p
Vasito Lekker Frutilla Y Crema 220 Cc,lekker,lekker,,95,95,,,,,,tata,156867,https://www.tata.com.uy/vasito-lekker-frutilla-y-crema-220-cc-156867/p
Vasito Lekker Super Dulce De Leche 220 Cc,lekker,lekker,,107,107,,,,,,tata,156866,https://www.tata.com.uy/vasito-lekker-super-dulce-de-leche-220-cc-156866/p
Volcan de dulce de leche PETIT GATEAU x 2 un. 160 g,lekker,lekker,,158,198,,,,,,disco,234445,https://www.disco.com.uy/product/volcan-de-dulce-de-leche-petit-gateau-x-2-un-160-g/234445
Yogur Integral CONAPROLE Sabor Natural 500 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,327077,"https://www.tiendainglesa.com.uy/supermercado/yogur-integral-conaprole-sabor-natural-500-gr.producto?327077,,42&campaign=search_facets"
